,MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
147,M1,N1,5,T513,10.0,1.0,10.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
148,M1,N1,5,T515,31.8,1.0,9.8,9.8,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,YUVRAJ INDUSTRIES,HIC,HIC ALOK SHAKTI
149,M1,N1,5,T515,31.8,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
150,M1,N1,5,T515,31.8,1.0,12.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
151,M1,N1,5,T517,9.8,1.0,9.8,9.8,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CHOCOLATE
152,M1,N1,5,T518,10.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,U FOODS INDIA PVT LTD,YOLI YOLA,YOLI YOLA
153,M1,N1,5,T519,10.0,1.0,10.0,10.0,SPICES (03/04),BLENDED,MEAT/MUTTON-NON VEG MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
154,M1,N1,5,T520,10.0,2.0,10.0,5.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
155,M1,N1,5,T521,20.0,2.0,20.0,10.0,CHOCOLATE,COUNT,COUNT,MARS INTERNATIONAL INDIA P LTD,SNICKERS,SNICKERS
156,M1,N1,5,T523,59.5,1.0,10.0,10.0,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS BFF
157,M1,N1,5,T523,59.5,2.0,19.6,9.8,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
158,M1,N1,5,T523,59.5,1.0,4.9,4.9,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
159,M1,N1,5,T523,59.5,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
160,M1,N1,5,T523,59.5,2.0,20.0,10.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,NESTLE INDIA,KIT KAT,KITKAT
161,M1,N1,5,T524,30.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CARIBBEAN STYLE
162,M1,N1,5,T524,30.0,2.0,10.0,5.0,VERMICELLI & NOODLE,NOODLES,NOODLES,SUPREME NUTRI GRAIN PVT LTD,ZOOPY,ZOOPY
163,M1,N1,5,T524,30.0,1.0,10.0,10.0,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,PEPSICO INDIA,CHEETOS,CHEETOS CHEEZ PUFF
164,M1,N1,5,T526,30.0,1.0,10.0,10.0,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS BFF
165,M1,N1,5,T526,30.0,1.0,10.0,10.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
166,M1,N1,5,T526,30.0,1.0,10.0,10.0,CHOCOLATE,CHOCOLATE PANNED,CHOCOLATE PANNED,MONDELEZ INTERNATIONAL,CADBURY SHOTS,CADBURY SHOTS
167,M1,N1,5,T527,10.0,2.0,10.0,5.0,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS
168,M1,N1,5,T528,30.0,3.0,30.0,10.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
169,M1,N1,5,T529,40.0,1.0,10.0,10.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
170,M1,N1,5,T529,40.0,3.0,30.0,10.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
171,M1,N1,5,T531,28.0,2.0,28.0,14.0,BATTERIES,NON-ALKALINE,AA-SIZE,EVEREADY INDS,EVEREADY,EVEREADY 1015
172,M1,N1,5,T532,10.0,1.0,10.0,10.0,CHOCOLATE,COUNT,COUNT,MARS INTERNATIONAL INDIA P LTD,SNICKERS,SNICKERS
173,M1,N1,5,T533,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,PEPSICO INDIA,CHEETOS,CHEETOS CHEEZ PUFF
174,M1,N1,5,T535,11.0,1.0,11.0,11.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
175,M1,N1,5,T536,50.0,2.0,10.0,5.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
176,M1,N1,5,T536,50.0,1.0,20.0,20.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
177,M1,N1,5,T536,50.0,1.0,10.0,10.0,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS BFF
178,M1,N1,5,T536,50.0,1.0,10.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
179,M1,N1,5,T537,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
180,M1,N1,5,T538,20.0,1.0,20.0,20.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS MAGIC MASALA
181,M1,N1,5,T540,10.0,2.0,10.0,5.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
182,M1,N1,5,T541,15.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,GARUDA POLYFEX FOOD PVT LTD,GONE MAD,GONE MAD
183,M1,N1,5,T541,15.0,2.0,10.0,5.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,I T C,SUNFEAST YIPPEE NOODLES,SUNFEAST YIPPEE MAGIC MASALA
184,M1,N1,5,T542,20.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
185,M1,N1,5,T544,10.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
186,M1,N1,5,T550,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
187,M1,N1,5,T551,90.0,1.0,90.0,90.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,AMUL,AMUL
188,M1,N1,5,T552,115.0,1.0,65.0,65.0,SPICES (03/04),BLENDED,BIRYANI POWDER-NON VEG MASALA,APRICOT FOOD PVT LTD,EVEREST,EVEREST
189,M1,N1,5,T552,115.0,2.0,10.0,5.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
190,M1,N1,5,T552,115.0,4.0,40.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
191,M1,N1,5,T554,19.6,2.0,19.6,9.8,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
192,M1,N1,5,T556,10.0,1.0,10.0,10.0,VERMICELLI & NOODLE,NOODLES,NOODLES,SUPREME NUTRI GRAIN PVT LTD,ZOOPY,ZOOPY
193,M1,N1,5,T557,15.0,1.0,5.0,5.0,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
194,M1,N1,5,T557,15.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
195,M1,N1,5,T560,2.0,1.0,2.0,2.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PARLE PRODS,PARLE KISMI BAR,KISMI BAR
196,M1,N1,5,T562,5.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
197,M1,N1,5,T563,10.0,1.0,10.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
198,M1,N1,5,T564,5.0,1.0,5.0,5.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
199,M1,N1,5,T566,20.0,2.0,20.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
200,M1,N1,5,T568,110.0,1.0,110.0,110.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,SAMS FOODS,SAMS,SAMS
201,M1,N1,5,T569,30.0,1.0,10.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
202,M1,N1,5,T569,30.0,1.0,20.0,20.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
203,M1,N1,5,T571,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
204,M1,N1,5,T572,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
205,M1,N1,5,T573,130.0,1.0,10.0,10.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
206,M1,N1,5,T573,130.0,1.0,120.0,120.0,REFINED EDIBLE OILS-ALL PACKS,RICE BRAN,RICE BRAN,ADANI WILMAR,FORTUNE,FORTUNE
207,M1,N1,5,T574,4.9,1.0,4.9,4.9,CONFECTIONERY - TOTAL GUM,CHEWING GUMS,CHEWING GUMS,WRIGLEY INDIA,ORBIT,ORBIT
208,M1,N1,5,T576,97.0,1.0,97.0,97.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE
209,M1,N1,5,T577,18.0,2.0,18.0,9.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
210,M1,N1,5,T580,20.0,2.0,20.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
211,M1,N1,5,T581,4.0,2.0,4.0,2.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PARLE PRODS,PARLE KISMI BAR,KISMI BAR
212,M1,N1,5,T582,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD BUTTER DELITE
213,M1,N1,5,T583,48.0,1.0,48.0,48.0,HAIR OILS PKTP(8/02),RIGID,HAIR FALL,BAN LABS,SESA,SESA
214,M1,N1,5,T584,162.0,1.0,162.0,162.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
215,M1,N1,5,T587,61.0,2.0,10.0,5.0,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
216,M1,N1,5,T587,61.0,3.0,6.0,2.0,SPICES (03/04),BLENDED,JALJEERA,JALANI ENTERPRISE,JALANI,JALANI
217,M1,N1,5,T587,61.0,1.0,45.0,45.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
218,M1,N1,5,T589,19.8,1.0,9.8,9.8,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CHOCOS
219,M1,N1,5,T589,19.8,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,U FOODS INDIA PVT LTD,YOLI YOLA,YOLI YOLA
220,M1,N1,5,T590,19.8,1.0,9.8,9.8,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,GENERAL MILLS,PILLSBURY,PILLSBURY
221,M1,N1,5,T590,19.8,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
222,M1,N1,5,T592,10.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
223,M1,N1,5,T594,176.0,1.0,92.0,92.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
224,M1,N1,5,T594,176.0,1.0,84.0,84.0,MOSQUITO REPELLANTS CTG (8/93),STARTER KIT LV,STARTER KIT LV,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT ADVANCE ACTIVE
225,M1,N1,5,T596,20.0,1.0,10.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
226,M1,N1,5,T596,20.0,1.0,10.0,10.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE NATURALS
227,M1,N1,5,T597,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
228,M1,N1,5,T598,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
229,M1,N1,5,T600,10.0,1.0,10.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
230,M1,N1,5,T601,120.0,2.0,120.0,60.0,VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),BUNGE INDIA PRIVATE LIMITED,DALDA,DALDA
231,M1,N1,5,T602,10.0,1.0,10.0,10.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
232,M1,N1,5,T603,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CHILE LIMON
233,M1,N1,5,T604,42.0,1.0,12.0,12.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
234,M1,N1,5,T604,42.0,2.0,20.0,10.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
235,M1,N1,5,T604,42.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
236,M1,N1,5,T605,80.0,1.0,20.0,20.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
237,M1,N1,5,T605,80.0,2.0,60.0,30.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE MILANO,MILANO
238,M1,N1,5,T607,59.8,2.0,9.8,4.9,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
239,M1,N1,5,T607,59.8,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
240,M1,N1,5,T607,59.8,1.0,30.0,30.0,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),HYGIENIC RESEARCH INSTITUTE,STREAX,STREAX HAIR COLOUR
241,M1,N1,5,T607,59.8,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
242,M1,N1,5,T608,10.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,U FOODS INDIA PVT LTD,YOLI YOLA,YOLI YOLA
243,M1,N1,5,T609,186.0,2.0,186.0,93.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
244,M1,N1,5,T610,15.0,3.0,15.0,5.0,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
245,M1,N1,5,T611,20.0,1.0,10.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
246,M1,N1,5,T611,20.0,1.0,10.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
247,M1,N1,5,T615,12.0,1.0,12.0,12.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
248,M1,N1,6,T616,212.0,1.0,212.0,212.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,SAGAR,SAGAR
249,M1,N1,6,T619,4.0,2.0,4.0,2.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
250,M1,N1,6,T620,24.0,2.0,24.0,12.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
251,M1,N1,6,T621,444.4,1.0,15.0,15.0,BUTTER MARGR  (4/94),MARGARINE,MARGARINE,ZYDUS WELLNESS LTD,NUTRALITE,NUTRALITE YUMMY
252,M1,N1,6,T621,444.4,1.0,95.0,95.0,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,PARLE PRODS,MELODY,MELODY CHOCOLATY
253,M1,N1,6,T621,444.4,1.0,115.0,115.0,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,MONDELEZ INTERNATIONAL,CADBURY,CADBURY CHOCLAIRS GOLD
254,M1,N1,6,T621,444.4,1.0,27.6,27.6,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
255,M1,N1,6,T621,444.4,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
256,M1,N1,6,T621,444.4,1.0,9.8,9.8,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
257,M1,N1,6,T621,444.4,1.0,30.0,30.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
258,M1,N1,6,T621,444.4,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
259,M1,N1,6,T621,444.4,1.0,80.0,80.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,FRUIT AND NUT
260,M1,N1,6,T621,444.4,1.0,5.0,5.0,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
261,M1,N1,6,T621,444.4,1.0,37.0,37.0,PACKAGED ATTA (1/95),ATTA,ATTA,SANGHVI FOODS PVT LTD,SILVER COIN,SILVER COIN
262,M1,N1,6,T621,444.4,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
263,M1,N1,6,T622,10.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
264,M1,N1,6,T623,147.8,1.0,58.8,58.8,SPICES (03/04),BLENDED,MEAT/MUTTON-NON VEG MASALA,SHAN FOOD PRODUCTS,SHAN,SHAN
265,M1,N1,6,T623,147.8,1.0,89.0,89.0,PRE-POST WASH PRODUCTS,STAIN REMOVERS,STAIN REMOVERS,RECKITT BENCKISER,VANISH,VANISH
266,M1,N1,6,T625,24.0,1.0,24.0,24.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI NUTRILICIOUS OATS NOODLE
267,M1,N1,6,T626,99.0,1.0,99.0,99.0,READY TO EAT,DESSERT MIXES,TRADITIONAL,M T R FOOD PRODS,MTR,MTR
268,M1,N1,6,T629,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP SPIN,PARLE TOP SPIN
269,M1,N1,6,T629,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
270,M1,N1,6,T629,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
271,M1,N1,6,T629,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
272,M1,N1,6,T629,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
273,M1,N1,6,T631,10.0,1.0,5.0,5.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
274,M1,N1,6,T631,10.0,1.0,5.0,5.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
275,M1,N1,6,T632,125.0,2.0,20.0,10.0,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CHOCOS
276,M1,N1,6,T632,125.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
277,M1,N1,6,T632,125.0,3.0,15.0,5.0,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
278,M1,N1,6,T632,125.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
279,M1,N1,6,T632,125.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
280,M1,N1,6,T632,125.0,5.0,50.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
281,M1,N1,6,T633,10.0,1.0,5.0,5.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
282,M1,N1,6,T633,10.0,1.0,5.0,5.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
283,M1,N1,6,T634,215.0,1.0,215.0,215.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,AMUL,AMUL
284,M1,N1,6,T635,59.0,1.0,59.0,59.0,VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),BUNGE INDIA PRIVATE LIMITED,DALDA,DALDA
285,M1,N1,6,T636,5.0,1.0,5.0,5.0,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
286,M1,N1,6,T639,10.0,1.0,10.0,10.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
287,M1,N1,6,T640,10.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
288,M1,N1,6,T642,80.0,1.0,30.0,30.0,SKIN CREAMS,OTHER FACE CREAMS,OTHER FACE CREAMS,EMAMI,EMAMI,EMAMI FAIR AND HANDSOME
289,M1,N1,6,T642,80.0,1.0,50.0,50.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX CREAMY PERFECTION
290,M1,N1,6,T643,5.0,1.0,5.0,5.0,CHOCOLATE,COUNT,COUNT,KAYEMPEE FOODS PVT LTD,MR. WAFER,MR. WAFER
